Rank,Dutch,Frequency,Context Sentence (Dutch),Word Type,English Translation,Defintion,Grading
337,hond,N/A,Mijn lieve hond ligt lekker buiten in de felle zon te slapen.,Noun,dog,Viervoetig huisdier dat blaft,1
338,straks,N/A,Ik ga straks wel even snel mijn huiswerk maken.,Adverb,later / soon,Over een poosje,2
339,weken,N/A,We zijn al drie weken bezig met het klussen aan het huis.,Noun,weeks,Meervoud van week,2
340,film,N/A,Die nieuwe film is echt heel erg spannend en heel leuk.,Noun,movie / film,Bewegende beelden,1
341,antwoord,N/A,Ik wacht nog steeds heel lang op een goed antwoord van hem.,Noun,answer,Reactie op een vraag,2
342,veranderen,N/A,We moeten proberen de moeilijke situatie te veranderen.,Verb,change,Anders maken,3
343,licht,N/A,Het licht van de felle lamp doet pijn aan mijn ogen.,Noun / Adjective,light,Straling om te zien of niet zwaar,2
344,houd,N/A,Ik houd echt heel erg veel van jou en de kinderen.,Verb,hold / love,Heb vast of ik hou (van),1
345,pa,N/A,Mijn pa was vroeger een hele goede timmerman.,Noun,dad,Vader (spreektaal),1
346,tijdens,N/A,Je mag absoluut niet praten tijdens de belangrijke toets.,Preposition,during,In de tijd dat,2
347,lieverd,N/A,Kom maar hier bij mij op schoot mijn lieve kleine lieverd.,Noun,darling / sweetheart,Iemand die lief is,2
348,liever,N/A,Ik blijf vandaag liever lekker thuis dan dat ik wegga.,Adverb / Adjective,rather / prefer,Gezien de voorkeur,2
349,kwaad,N/A,Waarom ben je gisteren toch opeens zo heel erg kwaad geworden?,Adjective / Noun,angry / evil,Boos of het slechte,2
350,ontmoet,N/A,Ik heb haar gisteren voor het allereerst ontmoet op school.,Verb,met / meet,Getroffen (voltooid of stam+t),2
351,nergens,N/A,Ik kon mijn boek helaas helemaal nergens meer in huis vinden.,Adverb,nowhere,Op geen enkele plaats,2
352,gebruikt,N/A,Hij heeft heel stiekem mijn dure pen gebruikt.,Verb,used,Ingezet of verleden deelwoord,2
353,schatje,N/A,Goed gedaan mijn lieve schatje.,Noun,darling / cutie,Lief koosnaampje (verkleinwoord),2
354,verloren,N/A,Wij hebben de wedstrijd helaas heel dik verloren.,Verb / Adjective,lost,Kwijt of niet gewonnen,2
355,koning,N/A,De koning van ons mooie land woont daar in een groot paleis.,Noun,king,Mannelijk hoofd van een koninkrijk,2
356,nieuw,N/A,Ik heb een heel mooi nieuw jasje in de grote stad gekocht.,Adjective,new,Niet oud of pas gemaakt,2
357,elk,N/A,Ik drink echt op elk moment van de dag warme koffie.,Pronoun,each / every,Ieder,1
358,erin,N/A,We zijn er helaas weer helemaal blind in getrapt.,Pronominal Adverb,in it,Daarin,1
359,ontmoeten,N/A,Ik wil haar heel graag vandaag nog ergens ontmoeten.,Verb,meet,Samenkomen met,2
360,vechten,N/A,Je mag absoluut niet op het drukke schoolplein vechten.,Verb,fight,Strijden met het lichaam of wapens,2
361,voorzichtig,N/A,Je moet daar echt heel erg voorzichtig mee zijn hoor.,Adjective / Adverb,careful / carefully,Met beleid en zonder haast,3
362,geworden,N/A,Het is opeens heel erg donker buiten geworden vannacht.,Verb,become,Gaan zijn,2
363,enkel,N/A,Dat is echt geen enkel probleem voor mij om snel te regelen.,Adjective / Noun,single / ankle,E̩n of gewricht in been,2
364,kwijt,N/A,Ik ben mijn sleutels helaas alweer helemaal kwijt geraakt.,Adjective,lost / rid of,Verloren of af zijn van,2
365,noemen,N/A,Hoe zullen we de schattige nieuwe baby eigenlijk gaan noemen?,Verb,call / name,Een naam geven,2
366,valt,N/A,Pas heel goed op dat je straks niet hard van de hoge trap valt.,Verb,falls,Gaat hard naar beneden,1
367,prachtig,N/A,Dat grote schilderij is echt ontzettend mooi en prachtig.,Adjective / Adverb,beautiful / gorgeous,Heel erg mooi,2
368,rijden,N/A,Ik wil later in een hele mooie grote sportauto kunnen rijden.,Verb,drive / ride,Besturen of op een dier zitten,2
369,zin,N/A,Ik heb echt helemaal geen enkele zin om vandaag naar buiten te gaan.,Noun,sense / mood / sentence,Trek in of grammaticale reeks,1
370,hield,N/A,Hij hield het stuur heel erg stevig met zijn twee handen vast.,Verb,held / kept / loved,Verleden tijd van houden,2
371,daarna,N/A,We eten samen en daarna gaan we lekker op de bank film kijken.,Adverb,after that,Na die tijd,2
372,mens,N/A,Ieder mens maakt wel eens een hele domme fout in zijn leven.,Noun,human / person,Een wezen van onze soort,1
373,schieten,N/A,De politie moest helaas met een geweer op de boze hond schieten.,Verb,shoot,Projectielen afvuren,2
374,grappig,N/A,Ik vond die ene mop van hem echt helemaal niet zo grappig hoor.,Adjective / Adverb,funny,Leuk om om te lachen,2
375,stap,N/A,We doen het rustig aan met elke dag weer een kleine stap vooruit.,Noun / Verb,step,Een voetbeweging of verplaatsing,1
376,zichzelf,N/A,Hij was heel erg boos en kwaad op zichzelf.,Pronoun,himself / herself / itself,Wederkerend voornaamwoord met nadruk,2
377,kantoor,N/A,Ik moet vandaag heel erg vroeg op het drukke kantoor aanwezig zijn.,Noun,office,Werkruimte met bureaus,2
378,wapens,N/A,Er lagen heel veel zware wapens veilig en goed in de kluis verborgen.,Noun,weapons,Middelen om aan te vallen of verdedigen,2
379,normaal,N/A,Doe toch gewoon eens een keertje even helemaal normaal man.,Adjective / Adverb,normal / normally,Gewoon of volgens de regels,2
380,slechte,N/A,Dat was echt een hele slechte en domme film die we zagen.,Adjective,bad,Niet goede,2
381,maakte,N/A,Hij maakte gisteren helaas een hele zware fout in het verkeer.,Verb,made,Verleden tijd van maken,2
382,moord,N/A,De zware moord is inmiddels gelukkig volledig opgelost.,Noun,murder,Het doden van een mens,2
383,gebeld,N/A,Ik heb vanmorgen al even snel met mijn zieke moeder gebeld.,Verb,called / rung,Getelefoneerd of aangebeld,2
384,ervoor,N/A,Je moet er gewoon even wat meer moeite ervoor doen.,Pronominal Adverb,for it / before it,Daarvoor,2
385,ten,N/A,Dat is ten strengste verboden op dit priv̩terrein.,Preposition,at the / to the,Voorzetsel uitdrukking (te + den),1
386,heer,N/A,Die vriendelijke heer hielp mij veilig de drukke straat helemaal over.,Noun,gentleman / lord,Nette man of God,1
387,loopt,N/A,Hij loopt elke dag wel een uurtje hard in het mooie groene bos.,Verb,walks / runs,Gaat te voet,2
388,einde,N/A,Dit is dan helaas het einde van dit hele mooie en lange avontuur.,Noun,end,De afsluiting,2
389,gegaan,N/A,We zijn gisteren helaas helemaal de verkeerde kant op gegaan.,Verb,gone,Verleden deelwoord van gaan,2
390,gang,N/A,Laat de natuur toch gewoon rustig en stil zijn eigen gang gaan.,Noun,hallway / course,Hal in huis of verloop,1
391,vertelde,N/A,Zij vertelde mij in groot vertrouwen haar hele diepe geheim.,Verb,told,Verleden tijd van vertellen,2
392,spel,N/A,We spelen vanavond een leuk en gezellig spel met elkaar.,Noun,game,Iets wat je voor je plezier doet,1
393,informatie,N/A,Ik heb nog veel meer informatie nodig om dat te begrijpen.,Noun,information,Gegevens,3
394,frank,N/A,Ik ben gisteren met mijn neef Frank op stap in de stad geweest.,Noun / Adjective,Frank / bold,Een naam of vrijmoedig,2
395,dames,N/A,Welkom dames en heren in ons mooie gloednieuwe theater.,Noun,ladies,Nette vrouwen,2
396,naartoe,N/A,Waar ga je morgen eigenlijk allemaal precies helemaal naartoe?,Adverb,towards / to,Ergens naartoe,2
397,allebei,N/A,We willen die ijsjes heel graag allebei opeten vanmiddag.,Pronoun,both,Alle twee,2
398,leg,N/A,Leg je boeken maar gewoon daar rustig ergens op die grote tafel.,Verb,put / lay,Plaats neer,1
399,acht,N/A,Ik moet morgen alweer heel erg vroeg om acht uur op school zijn.,Numeral / Noun,eight / attention,Het getal na zeven of aandacht,1
400,pap,N/A,Heb je vanmorgen toevallig ook al wat lekkere warme pap gegeten?,Noun,dad / porridge,Vader (spreektaal) of warm ontbijt,1
